"horse_no","horse_name","horse_gender","sire_name","dam_name","foal_year","race_year","age","gait","ytd_Starts","ytd_wins","ytd_places","ytd_shows","annual_earnings","rec_type","rec_time","rec_size","rec_track","ytd_htype"
"8L1800","WITCHITA","G","CAM'S CARD SHARK","RUTH PLUMSTED",2013,2016,3,"P",14,0,2,6,18680,NA,0,NA,NA,"DOM"
"8L1800","WITCHITA","G","CAM'S CARD SHARK","RUTH PLUMSTED",2013,2017,4,"P",35,4,3,6,49780,NA,1513,"F","PcD","DOM"
"8L1800","WITCHITA","G","CAM'S CARD SHARK","RUTH PLUMSTED",2013,2018,5,"P",17,1,0,0,4435,"Q",1571,"H","Nfld","DOM"
"8L1800","WITCHITA","G","CAM'S CARD SHARK","RUTH PLUMSTED",2013,2019,6,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"2L0730","MCMURRAY","G","MCARDLE","NIGHTLIFE",2013,2015,2,"P",14,0,4,2,21580,NA,0,NA,NA,"DOM"
"2L0730","MCMURRAY","G","MCARDLE","NIGHTLIFE",2013,2016,3,"P",22,2,1,4,16755,NA,1544,"F","DD","DOM"
"2L0730","MCMURRAY","G","MCARDLE","NIGHTLIFE",2013,2017,4,"P",41,4,9,4,25556,NA,1570,"H","MR","DOM"
"2L0730","MCMURRAY","G","MCARDLE","NIGHTLIFE",2013,2018,5,"P",35,2,4,1,12001,NA,1541,"F","PRc","DOM"
"2L0730","MCMURRAY","G","MCARDLE","NIGHTLIFE",2013,2019,6,"P",10,2,1,2,6800,NA,1542,"F","MVR","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2015,2,"P",5,0,1,1,7050,NA,0,NA,NA,"DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2016,3,"P",22,3,4,1,14869,NA,1570,"F","TgDn","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2017,4,"P",21,1,2,2,8118,NA,1560,"F","TgDn","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2018,5,"P",20,2,4,1,10476,NA,1551,"S","VD","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2019,6,"P",23,4,0,1,15469,NA,1540,"H","Nfld","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2020,7,"P",3,1,0,0,1400,NA,2001,"H","MR","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2021,8,"P",35,5,7,6,32069,NA,1560,"S","VD","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2022,9,"P",16,1,2,0,11007,NA,1570,"H","Stga","DOM"
"2L4641","MISS B","M","ART MAJOR","MISBET",2013,2023,10,"P",5,0,0,0,600,NA,0,NA,NA,"DOM"
"9L4646","OPEN ROAD HANOVER","G","ANDOVER HALL","ON THE GLIDE",2013,2015,2,"T",6,0,1,1,16801,NA,0,NA,NA,"DOM"
"9L4646","OPEN ROAD HANOVER","G","ANDOVER HALL","ON THE GLIDE",2013,2016,3,"T",11,1,2,1,15550,NA,1564,"F","Phl","DOM"
"1L4288","CATHARSIS","M","WELL SAID","BEACH DANCER",2013,2015,2,"P",10,1,3,2,32735,NA,1551,"F","PcD","DOM"
"1L4288","CATHARSIS","M","WELL SAID","BEACH DANCER",2013,2016,3,"P",4,0,0,0,1820,"Q",1574,"M","Pine","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2015,2,"T",7,2,1,1,26003,NA,1533,"F","TgDn","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2016,3,"T",11,0,1,0,13370,"Q",1554,"M","Lex","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2017,4,"T",18,5,4,4,63685,NA,1533,"F","Phl","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2018,5,"T",26,10,6,2,152090,NA,1531,"F","Phl","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2019,6,"T",22,6,3,2,95615,NA,1524,"F","DD","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2020,7,"T",25,7,4,3,99040,NA,1523,"F","DD","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2021,8,"T",27,3,8,2,60231,NA,1530,"F","DD","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2022,9,"T",29,8,5,2,85681,NA,1532,"M","Haw","DOM"
"1L4403","JACK VERNON","G","MUSCLE HILL","VERNON BLUE CHIP",2013,2023,10,"T",15,3,3,0,35310,NA,1540,"F","Aces","DOM"
"8L9118","TOUGH GUY SAL","H","ANDOVER HALL","GUIENNE HANOVER",2013,2015,2,"T",3,0,2,1,7440,NA,0,NA,NA,"DOM"
"8L9118","TOUGH GUY SAL","H","ANDOVER HALL","GUIENNE HANOVER",2013,2016,3,"T",8,2,0,0,15120,NA,1580,"F","Phl","DOM"
"9L3879","KAK'S SHARK ATTACK","M","SHADYSHARK HANOVER","DO ME FIRST",2013,2015,2,"P",13,3,3,0,67859,NA,1540,"S","HoP","DOM"
"9L3879","KAK'S SHARK ATTACK","M","SHADYSHARK HANOVER","DO ME FIRST",2013,2016,3,"P",23,3,5,5,58319,NA,1513,"S","HoP","DOM"
"9L3879","KAK'S SHARK ATTACK","M","SHADYSHARK HANOVER","DO ME FIRST",2013,2017,4,"P",32,9,2,2,70370,NA,1510,"S","HoP","DOM"
"9L3879","KAK'S SHARK ATTACK","M","SHADYSHARK HANOVER","DO ME FIRST",2013,2018,5,"P",31,3,6,5,46705,NA,1513,"M","M","DOM"
"9L3879","KAK'S SHARK ATTACK","M","SHADYSHARK HANOVER","DO ME FIRST",2013,2019,6,"P",26,3,3,6,35058,NA,1514,"S","HoP","DOM"
"8L2931","TURN THE PAIGE","M","CANTAB HALL","JORDANNA PAIGE",2013,2015,2,"T",5,2,2,0,33100,NA,1590,"F","Phl","DOM"
"8L2931","TURN THE PAIGE","M","CANTAB HALL","JORDANNA PAIGE",2013,2016,3,"T",22,4,6,6,74580,NA,1554,"F","Phl","DOM"
"8L2931","TURN THE PAIGE","M","CANTAB HALL","JORDANNA PAIGE",2013,2017,4,"T",25,6,3,4,80090,NA,1533,"F","Phl","DOM"
"8L2931","TURN THE PAIGE","M","CANTAB HALL","JORDANNA PAIGE",2013,2018,5,"T",25,3,4,5,47825,NA,1550,"F","Phl","DOM"
"8L2931","TURN THE PAIGE","M","CANTAB HALL","JORDANNA PAIGE",2013,2019,6,"T",28,3,5,3,42795,NA,1544,"F","Phl","DOM"
"6L2265","SUN CATCHER","M","YANKEE GLIDE","BEACHCOMBER",2013,2015,2,"T",12,1,1,2,15860,NA,2010,"F","Phl","DOM"
"6L2265","SUN CATCHER","M","YANKEE GLIDE","BEACHCOMBER",2013,2016,3,"T",23,1,1,1,7130,NA,2051,"H","Frybg","DOM"
"6L2265","SUN CATCHER","M","YANKEE GLIDE","BEACHCOMBER",2013,2017,4,"T",2,0,0,0,135,NA,0,NA,NA,"DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2016,3,"P",16,3,2,2,14697,NA,1551,"M","CalX","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2017,4,"P",31,8,6,2,30550,NA,1541,"M","CalX","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2018,5,"P",41,13,3,9,83073,NA,1511,"F","PcD","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2019,6,"P",32,7,3,4,50853,NA,1522,"F","PcD","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2020,7,"P",23,4,2,3,18336,NA,1520,"M","Haw","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2021,8,"P",29,7,2,4,28046,NA,1522,"M","CalX","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2022,9,"P",35,7,1,3,37083,NA,1540,"F","Aces","DOM"
"2LR194","DELIGHTFULLY WILD","M","BETTOR'S DELIGHT","WILD RIDE HANOVER",2013,2023,10,"P",27,2,2,2,12903,NA,1541,"F","Aces","DOM"
"5L3802","HOT SPOT HANOVER","M","WELL SAID","HOTTIE HANOVER",2013,2015,2,"P",12,2,1,3,24958,NA,1550,"F","Phl","DOM"
"5L3802","HOT SPOT HANOVER","M","WELL SAID","HOTTIE HANOVER",2013,2016,3,"P",15,5,4,2,53873,NA,1522,"S","Moh","DOM"
"5L3802","HOT SPOT HANOVER","M","WELL SAID","HOTTIE HANOVER",2013,2017,4,"P",30,2,6,3,44843,NA,1532,"S","Moh","DOM"
"5L3802","HOT SPOT HANOVER","M","WELL SAID","HOTTIE HANOVER",2013,2018,5,"P",38,4,5,7,57086,NA,1514,"S","Wbsb","DOM"
"5L3802","HOT SPOT HANOVER","M","WELL SAID","HOTTIE HANOVER",2013,2019,6,"P",4,0,0,0,0,NA,0,NA,NA,"DOM"
"9L8704","ARTHUR LUCK","G","HERE COMES HERBIE","ALLIE JANE",2013,2016,3,"T",14,5,0,0,47120,NA,1553,"S","HoP","DOM"
"9L8704","ARTHUR LUCK","G","HERE COMES HERBIE","ALLIE JANE",2013,2017,4,"T",15,2,0,3,11610,NA,1541,"S","HoP","DOM"
"9L8704","ARTHUR LUCK","G","HERE COMES HERBIE","ALLIE JANE",2013,2018,5,"T",10,1,2,1,4413,NA,1552,"M","Lex","DOM"
"9L2608","MUFFIN HANOVER","M","ANDOVER HALL","MAYDAY HANOVER",2013,2015,2,"T",6,1,0,0,9600,NA,1591,"F","Phl","DOM"
"9L6880","BORN LINDY","M","CANTAB HALL","BIRTHRIGHT",2013,2015,2,"T",6,1,3,1,17560,"Q",1594,"S","VD","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2015,2,"T",9,1,2,1,19460,NA,1593,"F","Phl","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2016,3,"T",26,6,5,2,91440,NA,1551,"F","PcD","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2017,4,"T",31,4,5,4,55695,NA,1540,"M","M","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2018,5,"T",34,9,7,4,177240,NA,1533,"F","DD","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2019,6,"T",28,5,2,5,49132,NA,1543,"F","Phl","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2020,7,"T",23,6,1,4,87670,NA,1533,"M","M","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2021,8,"T",27,3,4,2,24250,NA,1563,"F","ScD","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2022,9,"T",29,2,5,4,26350,NA,1582,"F","Dtn","DOM"
"9L0545","ELYSIUM LINDY","G","CANTAB HALL","OLYMPIC LINDY",2013,2023,10,"T",16,2,0,2,15590,NA,1564,"F","MVR","DOM"
"8LM309","FEMALES RULE","M","ANGUS HALL","MET'S INN",2013,2015,2,"T",8,0,0,0,3053,NA,0,NA,NA,"DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2015,2,"P",11,4,3,0,26100,NA,1572,"F","Aces","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2016,3,"P",18,9,4,4,49028,NA,1543,"F","Aces","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2017,4,"P",26,7,4,3,49212,NA,1530,"F","Aces","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2018,5,"P",38,6,5,5,67185,NA,1523,"H","Nfld","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2019,6,"P",42,6,5,7,55948,NA,1524,"H","Nfld","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2020,7,"P",31,3,6,1,26486,NA,1540,"H","Nfld","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2021,8,"P",20,3,2,4,37540,NA,1534,"F","Aces","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2022,9,"P",15,1,0,1,6854,NA,1554,"F","Aces","DOM"
"2L3296","CRUZIN COCO","M","VORACIOUS HANOVER","TOWNERS LOVE DOVE",2013,2023,10,"P",24,8,0,3,48411,NA,1524,"M","M","DOM"
"7L7718","POT LIMIT HANOVER","H","DONATO HANOVER","PHOTO OF A LADY",2013,2016,3,"T",8,0,1,3,8520,"Q",2014,"M","Pine","DOM"
"5L7126","INISFREE","M","WELL SAID","POSTERONE",2013,2015,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"9LM471","BAD GAMER","H","BADLANDS HANOVER","KATTIMON",2013,2015,2,"P",3,1,0,1,7123,NA,1564,"S","Wdb","DOM"
"9LM471","BAD GAMER","H","BADLANDS HANOVER","KATTIMON",2013,2016,3,"P",27,5,4,6,63293,NA,1513,"F","DD","DOM"
"9LM471","BAD GAMER","H","BADLANDS HANOVER","KATTIMON",2013,2017,4,"P",25,6,4,2,70900,NA,1510,"F","Phl","DOM"
"9LM471","BAD GAMER","H","BADLANDS HANOVER","KATTIMON",2013,2018,5,"P",16,2,2,1,20330,NA,1520,"F","DD","DOM"
"2L5192","LUCKY JIMMY","G","LUCKY CHUCKY","JEANS N RINGS",2013,2016,3,"T",3,0,0,0,0,"Q",2063,"H","MR","DOM"
"6LN086","KIMBERLY'S BABY","M","VINTAGE MASTER","LADY KIMBERLY LYNN",2013,2016,3,"P",6,0,1,0,1950,NA,0,NA,NA,"DOM"
"6LN086","KIMBERLY'S BABY","M","VINTAGE MASTER","LADY KIMBERLY LYNN",2013,2017,4,"P",19,4,3,1,15014,NA,1581,"H","FlmD","DOM"
"9L0362","DESIRE AGAIN","M","DRAGON AGAIN","ETERNAL DESIRE",2013,2016,3,"P",16,2,0,0,9503,NA,1594,"F","Mea","DOM"
"9L0362","DESIRE AGAIN","M","DRAGON AGAIN","ETERNAL DESIRE",2013,2017,4,"P",18,5,2,3,26163,NA,1561,"H","MR","DOM"
"2L7602","BUNDLE OF ENERGY","M","CREDIT WINNER","HABIT'S LADY",2013,2015,2,"T",7,0,1,0,11733,NA,0,NA,NA,"DOM"
"7LN027","DIVAS DRAGONFLY","M","MYSTERY CHASE","MIDNIGHT DIVA",2013,2015,2,"P",10,5,3,1,60719,NA,1580,"E","CnD","DOM"
"7LN027","DIVAS DRAGONFLY","M","MYSTERY CHASE","MIDNIGHT DIVA",2013,2016,3,"P",19,5,3,2,37990,NA,1552,"E","CnD","DOM"
"7LN027","DIVAS DRAGONFLY","M","MYSTERY CHASE","MIDNIGHT DIVA",2013,2017,4,"P",21,0,3,1,8369,"Q",1591,"F","NP","DOM"
"7LN027","DIVAS DRAGONFLY","M","MYSTERY CHASE","MIDNIGHT DIVA",2013,2018,5,"P",5,0,0,1,1315,"Q",1582,"E","CnD","DOM"
"5L7795","TRACEY'S DESIRE","M","REAL DESIRE","AUTUMN GOLD",2013,2015,2,"P",16,0,3,3,21472,"Q",1581,"S","HoP","DOM"
"5L7795","TRACEY'S DESIRE","M","REAL DESIRE","AUTUMN GOLD",2013,2016,3,"P",33,3,5,5,62280,NA,1560,"H","YR","DOM"
"5L7795","TRACEY'S DESIRE","M","REAL DESIRE","AUTUMN GOLD",2013,2017,4,"P",28,5,7,4,51569,NA,1543,"H","Stga","DOM"
"5L7795","TRACEY'S DESIRE","M","REAL DESIRE","AUTUMN GOLD",2013,2018,5,"P",33,0,7,6,52520,"Q",1580,"F","PcD","DOM"
"5L7795","TRACEY'S DESIRE","M","REAL DESIRE","AUTUMN GOLD",2013,2019,6,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2015,2,"T",14,1,2,2,25960,NA,1593,"F","PcD","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2016,3,"T",26,2,2,3,22090,NA,1564,"F","PcD","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2017,4,"T",32,4,3,3,58670,NA,1550,"F","PcD","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2018,5,"T",38,4,5,5,42745,NA,1554,"F","PcD","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2019,6,"T",39,3,7,8,63192,NA,1540,"F","Phl","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2020,7,"T",20,2,2,5,30094,NA,1544,"F","Phl","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2021,8,"T",38,6,5,7,74956,NA,1541,"F","Phl","DOM"
"6LA366","CASINO CUTIE IT","M","MUSCLES YANKEE","GINEVRA BI",2013,2022,9,"T",31,3,5,3,53357,NA,1551,"F","Phl","DOM"
"4L4845","LIVIN LIFE","M","WESTERN IDEAL","LISJUNE",2013,2016,3,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"4L7632","CENOVIS","H","AMERICAN IDEAL","VEGEMITE",2013,2015,2,"P",10,1,1,1,46636,NA,1540,"S","Wdb","DOM"
"4L7632","CENOVIS","H","AMERICAN IDEAL","VEGEMITE",2013,2016,3,"P",22,3,2,5,44216,NA,1541,"H","YR","DOM"
"4L7632","CENOVIS","H","AMERICAN IDEAL","VEGEMITE",2013,2017,4,"P",29,4,1,6,27568,NA,1524,"H","Nfld","DOM"
"4L7632","CENOVIS","H","AMERICAN IDEAL","VEGEMITE",2013,2018,5,"P",37,2,8,2,21974,NA,1550,"H","Nfld","DOM"
"4L7632","CENOVIS","H","AMERICAN IDEAL","VEGEMITE",2013,2019,6,"P",24,4,5,5,20139,NA,1534,"H","Nfld","DOM"
"7L4533","BROADWAY JO ELL","M","BROADWAY HALL","DINNER AT EIGHT",2013,2015,2,"T",8,1,1,0,12800,NA,1591,"F","Phl","DOM"
"7L4533","BROADWAY JO ELL","M","BROADWAY HALL","DINNER AT EIGHT",2013,2016,3,"T",16,1,6,4,40570,NA,1571,"F","PcD","DOM"
"7L4533","BROADWAY JO ELL","M","BROADWAY HALL","DINNER AT EIGHT",2013,2017,4,"T",24,4,3,6,73778,NA,1563,"F","PcD","DOM"
"7L4533","BROADWAY JO ELL","M","BROADWAY HALL","DINNER AT EIGHT",2013,2018,5,"T",6,0,0,0,767,NA,0,NA,NA,"DOM"
"1LN830","JOYFUL SOUND","M","MYSTERY CHASE","JERRY'S GIRL",2013,2015,2,"P",9,0,4,2,11669,"Q",2010,"E","CnD","DOM"
"1LN830","JOYFUL SOUND","M","MYSTERY CHASE","JERRY'S GIRL",2013,2016,3,"P",21,1,3,3,9885,NA,1573,"E","CnD","DOM"
"1LN830","JOYFUL SOUND","M","MYSTERY CHASE","JERRY'S GIRL",2013,2017,4,"P",28,4,4,5,20140,NA,1570,"E","CnD","DOM"
"1LN830","JOYFUL SOUND","M","MYSTERY CHASE","JERRY'S GIRL",2013,2018,5,"P",11,0,2,3,5536,NA,0,NA,NA,"DOM"
"5LN492","BLUE STAR JET","G","BLUE BURNER","MOVIN UPTOWN",2013,2015,2,"P",8,4,2,1,40318,NA,1560,"E","CnD","DOM"
"5LN492","BLUE STAR JET","G","BLUE BURNER","MOVIN UPTOWN",2013,2016,3,"P",21,6,6,3,76135,NA,1540,"E","CnD","DOM"
"5LN492","BLUE STAR JET","G","BLUE BURNER","MOVIN UPTOWN",2013,2017,4,"P",2,0,1,0,3249,NA,0,NA,NA,"DOM"
"5LN492","BLUE STAR JET","G","BLUE BURNER","MOVIN UPTOWN",2013,2018,5,"P",2,1,0,0,1425,NA,1560,"M","CalX","DOM"
"5LN492","BLUE STAR JET","G","BLUE BURNER","MOVIN UPTOWN",2013,2019,6,"P",12,2,2,2,5007,NA,1560,"M","CalX","DOM"
"2LR756","IDONTHURTANYMORE","M","HOODOO LOBELL","PESSIMYSTIC",2013,2015,2,"P",3,0,0,1,847,NA,0,NA,NA,"DOM"
"2LR756","IDONTHURTANYMORE","M","HOODOO LOBELL","PESSIMYSTIC",2013,2016,3,"P",5,0,0,0,212,NA,0,NA,NA,"DOM"
"5LN385","OUTLAWTRIGGERHAPPY","M","BLUE BURNER","GUNSLINGIN GAL",2013,2015,2,"P",9,2,3,2,30268,NA,1592,"E","CnD","DOM"
"5LN385","OUTLAWTRIGGERHAPPY","M","BLUE BURNER","GUNSLINGIN GAL",2013,2016,3,"P",34,2,7,6,46064,NA,1561,"E","CnD","DOM"
"5LN385","OUTLAWTRIGGERHAPPY","M","BLUE BURNER","GUNSLINGIN GAL",2013,2017,4,"P",32,4,3,3,20345,NA,1562,"E","CnD","DOM"
"5LR775","HF PRINCESS PEACH","M","GLORIOUS SCOOTER","HF DAVES GIFT",2013,2016,3,"P",22,0,0,0,2284,NA,0,NA,NA,"DOM"
"5LR775","HF PRINCESS PEACH","M","GLORIOUS SCOOTER","HF DAVES GIFT",2013,2017,4,"P",27,3,2,1,7801,NA,2011,"F","NP","DOM"
"5LR775","HF PRINCESS PEACH","M","GLORIOUS SCOOTER","HF DAVES GIFT",2013,2018,5,"P",14,0,1,2,2270,NA,0,NA,NA,"DOM"
"6LR609","HEZ SO FOXY","G","SIXDAYSONTHEROAD","SHEZ SO FOXY",2013,2016,3,"P",1,0,1,0,740,NA,0,NA,NA,"DOM"
"6LR609","HEZ SO FOXY","G","SIXDAYSONTHEROAD","SHEZ SO FOXY",2013,2017,4,"P",26,10,5,2,24689,NA,1540,"F","NP","DOM"
"6LR609","HEZ SO FOXY","G","SIXDAYSONTHEROAD","SHEZ SO FOXY",2013,2018,5,"P",18,7,2,0,23290,NA,1552,"F","NP","DOM"
"3LN448","BOPPITY BOO","M","MUSCLE MASS","B BOPPIN BABY",2013,2015,2,"T",4,0,0,0,806,NA,0,NA,NA,"DOM"
"3LN448","BOPPITY BOO","M","MUSCLE MASS","B BOPPIN BABY",2013,2016,3,"T",13,1,0,4,4131,NA,2034,"H","MR","DOM"
"4L5032","TRIPLE BOTTOM LINE","M","CR COMMANDO","CURRENT YIELD",2013,2015,2,"T",8,2,3,1,75800,NA,2004,"F","DD","DOM"
"4L5032","TRIPLE BOTTOM LINE","M","CR COMMANDO","CURRENT YIELD",2013,2016,3,"T",10,3,2,3,76037,NA,1592,"H","Har","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2015,2,"P",12,4,3,1,108250,NA,1540,"F","Mea","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2016,3,"P",21,0,1,1,9604,"Q",1551,"F","PcD","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2017,4,"P",20,3,4,4,63560,NA,1514,"F","DD","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2018,5,"P",33,5,4,1,43438,NA,1513,"H","Nfld","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2019,6,"P",20,4,1,1,31485,NA,1520,"F","Dtn","DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2020,7,"P",4,0,0,0,0,NA,0,NA,NA,"DOM"
"2L1613","BEACH OGRE","G","SOMEBEACHSOMEWHERE","DONKEYS CAN TALK",2013,2021,8,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"9L6815","GLEAMING MEMORY","G","MUSCLE MASSIVE","UNFORGETTABLE U",2013,2015,2,"T",9,0,1,1,9082,"Q",2033,"F","Phl","DOM"
"9L6815","GLEAMING MEMORY","G","MUSCLE MASSIVE","UNFORGETTABLE U",2013,2016,3,"T",11,2,0,1,16140,NA,1553,"F","PcD","DOM"
"9L6815","GLEAMING MEMORY","G","MUSCLE MASSIVE","UNFORGETTABLE U",2013,2017,4,"T",13,1,2,0,14821,NA,1553,"F","Mea","DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2015,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2016,3,"P",9,1,2,1,4775,NA,1570,"S","VD","DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2017,4,"P",31,7,2,3,54114,NA,1513,"F","PcD","DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2018,5,"P",18,0,2,3,8535,"Q",2003,"H","Gosh","DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2019,6,"P",18,1,1,2,8155,NA,1574,"H","MR","DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2020,7,"P",8,0,0,1,2590,NA,0,NA,NA,"DOM"
"1L3819","SUNSHINE WEST","G","WESTERN IDEAL","LIGHT UP",2013,2021,8,"P",10,2,0,1,4194,NA,1583,"H","MR","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2015,2,"P",11,6,2,0,20087,NA,1561,"F","Aces","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2016,3,"P",17,6,4,5,36985,NA,1541,"F","Aces","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2017,4,"P",27,5,5,4,34787,NA,1491,"S","HoP","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2018,5,"P",42,7,8,4,42747,NA,1532,"F","Aces","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2019,6,"P",44,4,6,8,30888,NA,1534,"M","CalX","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2020,7,"P",32,5,5,2,21813,NA,1504,"M","M","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2021,8,"P",26,4,2,4,42717,NA,1531,"F","Aces","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2022,9,"P",35,2,4,3,66615,NA,1532,"H","YR","DOM"
"5L9361","SWAGASAURUSREX","G","VORACIOUS HANOVER","MATTER OF LIFE",2013,2023,10,"P",33,3,0,3,38710,NA,1533,"H","YR","DOM"
